study_accession	taxon_id	study_title	n	Reference	PI	Comment
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP107007	NA	Cryptococcus neoformans var. grubii KN99 genome sequencing and annotation	39	NA	NA	NA
SRP063857	5207	Convergent evolution of peptide-based quorum sensing required for virulence in a eukaryotic pathogen	34	(Homer, 2016, 10.1016/j.chom.2016.05.001)	Hiten D Madhani	NA
SRP095810	235443	Extensive rewiring of the Calcineurin-Crz1 stress response network in the human fungal pathogen Cryptococcus neoformans	28	NA	NA	NA
SRP012921	5207	Cryptococcus neoformans strain:multiple Transcriptome or Gene expression	24	Broad Institute, Susanna Hamilton; 2012-03-29	NA	NA
SRP065179	5207	C. neoformans gene expression by SIR2 deletion in strains H99 and RC2 subjected to glucose starvation	24	(Bouklas, 2017, 10.3389/fmicb.2017.00098)	Bettina C Fries	NA
SRP065179	178876	C. neoformans gene expression by SIR2 deletion in strains H99 and RC2 subjected to glucose starvation	24	(Bouklas, 2017, 10.3389/fmicb.2017.00098)	Bettina C Fries	NA
SRP073615	178876	Investigating Conservation of the Cell-Cycle-Regulated Transcriptional Program in the Fungal Pathogen, Cryptococcus neoformans	24	(Kelliher, 2016, 10.1371/journal.pgen.1006453)	Steven B. Haase	nice cell cycle dataset
SRP056448	178876	Cryptococcus neoformans Genome sequencing	21	Broad Institute: 2-Dec-2014 	NA	NA
SRP008146	5207	RNA-Seq analysis of ada2?, nrg1? and cir1? and KN99a wildtype cells in capsule inducing and non-inducing conditions	20	(Haynes, 2011, 10.1371/journal.ppat.1002411.)	Michael R Brent, Tamara L Doering	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP133926	NA	Transcriptomic profiling of the Cryptococcus neoformans transition to titan-like cells	20	NA	NA	NA
SRP047308	5207	Product binding enforces the genomic specificity of a yeast Polycomb repressive complex	14	(Dumesic, 2015, 10.1016/j.cell.2014.11.039)	Hiten D Madhani	NA
ERP003431	235443	multiple_crypto_grubii_experiment	12	NA	NA	NA
SRP041592	5207	Cross talk between the cell wall integrity and cAMP/protein kinase A pathways in Cryptococcus neoformans	12	(Donlin, 2014, 10.1128/mBio.01573-14)	ennifer K Lodge	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP071061	235443	Transcriptome analysis of cryptococcal IPK mutants	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP132176	NA	Global transcriptional analysis of wild-type and cuf1? Cryptococcus neoformans cells in responses to copper availability	12	NA	NA	NA
SRP135920	NA	Genetic basis for coordination of meiosis and sexual structure maturation in Cryptococcus neoformans	12	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP132987	NA	Identifying a Novel Connection Between the Fungal Plasma Membrane and pH Sensing	9	NA	NA	NA
SRP022849	178876	RNA vesicles content of fungi: Candida albicans strain ATCC Cryptococcus neoformans strain H99 Paracoccidioides brasiliensis strain 18 Saccharomyces cerevisiae strain SEY6210 Transcriptome or Gene expression	8	NA	NA	NA
SRP056448	37769	Cryptococcus neoformans Genome sequencing	8	Broad Institute: 2-Dec-2014 	NA	NA
SRP100309	5207	Cryptococcus neoformans strain:XL280 Raw sequence reads	8	(Gyawali, 2017, 10.1371/journal.pgen.1006772)	Xiaorong Lin	NA
SRP015456	1202335	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202336	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202337	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202338	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202339	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202340	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202341	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202342	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202343	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202344	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202345	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202346	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202347	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202348	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202349	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202350	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202351	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202352	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202353	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202354	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202355	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202356	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202357	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202358	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202359	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202360	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202361	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202362	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202363	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202364	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202365	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202366	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202367	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202368	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202369	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202370	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202371	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202372	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202373	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202374	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202375	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202376	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	7	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP031844	178876	The Cryptococcus transcriptome at the site of human meningitis	6	(Chen, 2014, 10.1128/mBio.01087-13)	John R. Perfect	NA
SRP067741	178876	Transcriptional profiling of C. neoformans H99 and mlc1- strain on CO2-independent medium at 37 Ã‚Â°C	6	NA	NA	NA
SRP067741	178876	Transcriptional profiling of C. neoformans H99 and mlc1- strain on CO2-independent medium at 37 Ã‚Â°C	6	NA	NA	NA
SRP067741	178876	Transcriptional profiling of C. neoformans H99 and mlc1- strain on CO2-independent medium at 37 Ã‚Â°C	6	NA	NA	NA
SRP067741	178876	Transcriptional profiling of C. neoformans H99 and mlc1- strain on CO2-independent medium at 37 Ã‚Â°C	6	NA	NA	NA
SRP067741	178876	Transcriptional profiling of C. neoformans H99 and mlc1- strain on CO2-independent medium at 37 Ã‚Â°C	6	NA	NA	NA
SRP067741	178876	Transcriptional profiling of C. neoformans H99 and mlc1- strain on CO2-independent medium at 37 Ã‚Â°C	6	NA	NA	NA
SRP120588	NA	Analysis of disruption of PMC1 in Cryptococcus neoformans transcriptome	6	NA	NA	NA
SRP120588	NA	Analysis of disruption of PMC1 in Cryptococcus neoformans transcriptome	6	NA	NA	NA
SRP120588	NA	Analysis of disruption of PMC1 in Cryptococcus neoformans transcriptome	6	NA	NA	NA
SRP120588	NA	Analysis of disruption of PMC1 in Cryptococcus neoformans transcriptome	6	NA	NA	NA
SRP120588	NA	Analysis of disruption of PMC1 in Cryptococcus neoformans transcriptome	6	NA	NA	NA
SRP120588	NA	Analysis of disruption of PMC1 in Cryptococcus neoformans transcriptome	6	NA	NA	NA
SRP121285	178876	Cryptococcus neoformans galectin-3	6	NA	NA	NA
SRP121285	178876	Cryptococcus neoformans galectin-3	6	NA	NA	NA
SRP121285	178876	Cryptococcus neoformans galectin-3	6	NA	NA	NA
SRP121285	178876	Cryptococcus neoformans galectin-3	6	NA	NA	NA
SRP131272	NA	HDAC genes play distinct and redundant roles in Cryptococcus neoformans virulence	6	NA	NA	NA
SRP148154	NA	Opportunistic pathogen that causes fungal meningitis	6	NA	NA	NA
DRP003578	5207	Cryptococcus neoformans phosphate metabolism	4	(Toh-e, 2015, 10.1016/j.fgb.2015.04.019)	Masafumi Nishizawa	NA
SRP012976	235443	A defect in iron uptake enhances the susceptibility of Cryptococcus neoformans to azole antifungal drugs.	4	NA	NA	NA
SRP028140	1160109	Cryptococcus neoformans RCT39 Transcriptome or Gene expression	4	NA	NA	NA
SRP028141	1160118	Cryptococcus neoformans RCT35 Transcriptome or Gene expression	4	NA	NA	NA
SRP028142	1160116	Cryptococcus neoformans CCPT22 Transcriptome or Gene expression	4	NA	NA	NA
SRP028143	1160110	Cryptococcus neoformans CCPT10 Transcriptome or Gene expression	4	NA	NA	NA
SRP028144	1160114	Cryptococcus neoformans CCPT2 Transcriptome or Gene expression	4	NA	NA	NA
SRP028145	1160111	Cryptococcus neoformans RCT47 Transcriptome or Gene expression	4	NA	NA	NA
SRP028146	1160120	Cryptococcus neoformans CCPT32 Transcriptome or Gene expression	4	NA	NA	NA
SRP028147	1160115	Cryptococcus neoformans RCT48 Transcriptome or Gene expression	4	NA	NA	NA
SRP028148	1160113	Cryptococcus neoformans CCPT35 Transcriptome or Gene expression	4	NA	NA	NA
SRP028150	1160119	Cryptococcus neoformans CCPT20 Transcriptome or Gene expression	4	NA	NA	NA
SRP028150	1160119	Cryptococcus neoformans CCPT20 Transcriptome or Gene expression	4	NA	NA	NA
SRP028150	1160119	Cryptococcus neoformans CCPT20 Transcriptome or Gene expression	4	NA	NA	NA
SRP028150	1160119	Cryptococcus neoformans CCPT20 Transcriptome or Gene expression	4	NA	NA	NA
SRP028151	1160107	Cryptococcus neoformans RCT29 Transcriptome or Gene expression	4	NA	NA	NA
SRP028151	1160107	Cryptococcus neoformans RCT29 Transcriptome or Gene expression	4	NA	NA	NA
SRP028151	1160107	Cryptococcus neoformans RCT29 Transcriptome or Gene expression	4	NA	NA	NA
SRP028151	1160107	Cryptococcus neoformans RCT29 Transcriptome or Gene expression	4	NA	NA	NA
SRP028152	1160112	Cryptococcus neoformans RCT8 Transcriptome or Gene expression	4	NA	NA	NA
SRP028152	1160112	Cryptococcus neoformans RCT8 Transcriptome or Gene expression	4	NA	NA	NA
SRP028152	1160112	Cryptococcus neoformans RCT8 Transcriptome or Gene expression	4	NA	NA	NA
SRP028152	1160112	Cryptococcus neoformans RCT8 Transcriptome or Gene expression	4	NA	NA	NA
SRP028153	1160108	Cryptococcus neoformans RCT38 Transcriptome or Gene expression	4	NA	NA	NA
SRP028153	1160108	Cryptococcus neoformans RCT38 Transcriptome or Gene expression	4	NA	NA	NA
SRP028153	1160108	Cryptococcus neoformans RCT38 Transcriptome or Gene expression	4	NA	NA	NA
SRP028153	1160108	Cryptococcus neoformans RCT38 Transcriptome or Gene expression	4	NA	NA	NA
SRP101795	235443	Transcrptional profiles of Cryptococcous neoformans Gsb1 at non-stress and oxidative stress conditions	4	NA	NA	NA
SRP101795	235443	Transcrptional profiles of Cryptococcous neoformans Gsb1 at non-stress and oxidative stress conditions	4	NA	NA	NA
SRP101795	235443	Transcrptional profiles of Cryptococcous neoformans Gsb1 at non-stress and oxidative stress conditions	4	NA	NA	NA
SRP101795	235443	Transcrptional profiles of Cryptococcous neoformans Gsb1 at non-stress and oxidative stress conditions	4	NA	NA	NA
SRP015456	1202377	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202378	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202379	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202380	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202381	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202382	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202383	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202384	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202386	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202387	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202388	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202389	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1202390	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	3	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP056166	1396488	Cryptococcus neoformans var. neoformans XL280 Raw sequence reads	3	NA	NA	NA
SRP056166	1396488	Cryptococcus neoformans var. neoformans XL280 Raw sequence reads	3	NA	NA	NA
SRP056166	1396488	Cryptococcus neoformans var. neoformans XL280 Raw sequence reads	3	NA	NA	NA
DRP003578	40410	Cryptococcus neoformans phosphate metabolism	2	(Toh-e, 2015, 10.1016/j.fgb.2015.04.019)	Masafumi Nishizawa	NA
SRP015456	1298964	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	2	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1298965	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	2	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1298966	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	2	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1298967	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	2	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1298968	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	2	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1298969	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	2	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP015456	1298970	Cryptococcus Multiisolate Transcriptome or Gene expression (NHGRI)	2	(Janbon, 2014, 10.1371/journal.pgen.1004261)	Fred S. Dietrich	NA
SRP017707	5207	C. neoformans gene expression in DMEM of WT and rim101 mutant cells	2	(O'Meara, 2013, 10.1128/mBio.00522-12)	J Andrew Alspaugh	NA
SRP033268	235443	Vanillin derivatives triggers oxidative stress and inhibit mitochondrial functions in Cryptococcus neoformans	2	NA	NA	NA
SRP052523	40410	Cryptococcus neoformans var. neoformans JEC21 Transcriptome or Gene expression	2	(Gonzalez-Hilarion, 2016, 10.1038/srep32252)	Guilhem Janbon 	Reads were mapped to the genome of strain JEC21 as pairs with Tophat257 using the “b2-sensitive” mode with minimum intron length of 5 nucleotides and default settings for other parameters. These alignments were used to correct the C. neoformans var. neoformans gene structures as previously described
SRP052523	214684	Cryptococcus neoformans var. neoformans JEC21 Transcriptome or Gene expression	2	(Gonzalez-Hilarion, 2016, 10.1038/srep32252)	Guilhem Janbon 	Reads were mapped to the genome of strain JEC21 as pairs with Tophat257 using the “b2-sensitive” mode with minimum intron length of 5 nucleotides and default settings for other parameters. These alignments were used to correct the C. neoformans var. neoformans gene structures as previously described
SRP247451	5207	Cryptococcus neoformans var. neoformans Raw sequence reads	2	(Zhao, 2020, 10.3390/genes11040430)	Xudong Zhu, Dongsheng Wei	NA
